"country","rating","name","count_of_rents","amount_made"
"Russian Federation","G","Travel","8","39.92"
"Kazakstan","G","Foreign","1","3.99"
"South Africa","G","Action","4","17.96"
"South Africa","NC-17","Games","5","31.95"
"Italy","R","Classics","2","10.98"
"Malawi","PG","Classics","1","7.99"
"Russian Federation","R","Comedy","6","31.94"
"Nigeria","R","Action","3","12.97"
"Russian Federation","NC-17","New","11","47.89"
"Canada","PG","Documentary","2","12.98"
"Czech Republic","PG","Classics","1","4.99"
"Bulgaria","PG-13","Sports","1","4.99"
"Pakistan","NC-17","Animation","2","12.98"
"Morocco","G","Foreign","2","4.98"
"Latvia","PG-13","Comedy","2","9.98"
"Madagascar","NC-17","Animation","1","2.99"
"South Korea","G","Foreign","3","9.97"
"Peru","NC-17","Classics","2","3.98"
"Poland","R","Classics","4","12.96"
"Germany","R","Sports","2","11.98"
"Canada","R","Family","1","0.99"
"Greenland","G","Sci-Fi","1","8.99"
"Bulgaria","G","Action","1","4.99"
"Ukraine","NC-17","Family","5","20.95"
"Cameroon","PG","Comedy","1","5.99"
"Liechtenstein","PG-13","Children","1","0.99"
"United Kingdom","R","Documentary","4","10.96"
"Taiwan","NC-17","Animation","7","26.93"
"Yemen","R","Animation","1","0.99"
"Nepal","R","Games","1","6.99"
"Ethiopia","PG","Sports","1","4.99"
"Israel","R","Foreign","1","5.99"
"China","R","Games","21","88.79"
"Armenia","G","Animation","1","2.99"
"Venezuela","R","Travel","2","10.98"
"Japan","NC-17","Sci-Fi","8","26.92"
"Kazakstan","PG","New","1","5.99"
"Nigeria","NC-17","Music","3","13.97"
"Pakistan","R","Foreign","1","5.99"
"Tanzania","NC-17","Music","3","12.97"
"Armenia","R","Documentary","1","7.99"
"Turkey","R","Foreign","3","11.97"
"Mexico","PG","Sci-Fi","10","53.90"
"Estonia","R","Travel","1","2.99"
"Tonga","NC-17","Music","1","4.99"
"Japan","G","Games","5","22.95"
"Philippines","PG","Family","12","42.88"
"Russian Federation","PG-13","Animation","12","46.88"
"Saudi Arabia","R","Music","1","1.99"
"Angola","NC-17","Children","1","0.99"
"United Kingdom","PG-13","Comedy","3","8.97"
"Colombia","PG-13","Games","3","22.97"
"Pakistan","NC-17","New","2","5.98"
"United States","R","Comedy","8","44.92"
"Bahrain","NC-17","Sports","2","7.98"
"Ukraine","G","Sports","3","9.97"
"Philippines","PG-13","Comedy","8","37.92"
"Cambodia","PG-13","Games","1","0.99"
"Malaysia","G","Sports","2","5.98"
"Yemen","G","Family","1","6.99"
"Japan","NC-17","Horror","2","5.98"
"Sudan","PG-13","Documentary","1","3.99"
"Holy See (Vatican City State)","G","Family","1","8.99"
"Gambia","PG-13","Sci-Fi","1","8.99"
"China","PG","Children","17","69.83"
"Ethiopia","NC-17","Classics","1","2.99"
"Spain","R","Horror","4","20.96"
"Morocco","R","Sci-Fi","1","2.99"
"Greenland","PG","Comedy","1","2.99"
"Holy See (Vatican City State)","R","Foreign","2","9.98"
"United Kingdom","NC-17","Music","3","8.97"
"United States","PG-13","Horror","16","65.84"
"Dominican Republic","PG-13","Sports","2","4.98"
"Latvia","R","Sci-Fi","2","5.98"
"Nauru","PG-13","Sci-Fi","1","7.99"
"Brazil","R","Classics","10","28.90"
"Nepal","R","Sports","2","11.98"
"French Polynesia","G","Drama","1","8.99"
"Azerbaijan","R","Animation","2","12.98"
"Taiwan","G","Drama","2","7.98"
"India","NC-17","Foreign","13","69.87"
"Iran","PG","Drama","1","0.99"
"Colombia","R","Sports","1","3.99"
"Brazil","PG-13","Foreign","17","80.83"
"Japan","NC-17","Classics","6","13.94"
"Taiwan","PG-13","Family","1","2.99"
"Paraguay","PG-13","New","1","4.99"
"Virgin Islands, U.S.","PG-13","Drama","1","4.99"
"Russian Federation","R","Travel","8","37.92"
"Pakistan","R","Documentary","1","0.99"
"Malawi","NC-17","Music","2","7.98"
"Mexico","G","Family","3","6.97"
"Germany","NC-17","Sports","3","10.97"
"Greece","R","Sci-Fi","3","18.97"
"Congo, The Democratic Republic of the","PG-13","Drama","2","1.98"
"Russian Federation","G","Sports","3","16.97"
"Armenia","PG","Documentary","1","5.99"
"American Samoa","PG-13","Travel","1","4.99"
"American Samoa","G","Comedy","1","0.99"
"Holy See (Vatican City State)","PG","Travel","1","4.99"
"Netherlands","PG","Comedy","2","9.98"
"India","PG-13","Classics","18","93.82"
"Paraguay","NC-17","Sci-Fi","1","4.99"
"Spain","PG-13","Horror","2","3.98"
"Kenya","R","Action","1","3.99"
"China","NC-17","Comedy","20","91.80"
"South Korea","NC-17","Classics","1","2.99"
"Greece","PG-13","Family","1","2.99"
"Lithuania","NC-17","Classics","1","1.99"
"Angola","PG-13","Classics","1","7.99"
"United Kingdom","PG-13","Travel","2","6.98"
"Colombia","R","Documentary","2","9.98"
"United States","PG","Sports","17","78.83"
"Saudi Arabia","NC-17","Games","1","0.99"
"Thailand","NC-17","Classics","1","6.99"
"Zambia","R","Music","2","3.98"
"South Africa","G","Children","1","3.99"
"Holy See (Vatican City State)","NC-17","Sports","1","2.99"
"Malaysia","PG","Horror","2","12.98"
"Netherlands","NC-17","Family","1","5.99"
"Germany","G","Animation","5","12.95"
"France","NC-17","Music","2","11.98"
"Hong Kong","PG","Classics","1","7.99"
"Cameroon","PG","Horror","1","0.99"
"Nigeria","PG","Drama","2","8.98"
"United States","NC-17","Documentary","10","20.91"
"Greece","PG","Sports","2","8.98"
"Saint Vincent and the Grenadines","R","Comedy","1","2.99"
"Moldova","PG-13","Children","1","3.99"
"South Korea","G","Family","1","5.99"
"Ecuador","G","Action","1","0.99"
"Spain","PG-13","Drama","3","4.97"
"Gambia","NC-17","Games","1","2.99"
"South Africa","PG-13","Sports","9","38.91"
"Japan","G","Comedy","9","36.91"
"Gambia","G","Documentary","1","4.99"
"Indonesia","PG-13","Children","6","36.94"
"Chad","PG-13","Animation","1","4.99"
"United States","G","Comedy","11","42.89"
"Estonia","PG-13","Children","1","0.99"
"American Samoa","R","Sports","1","2.99"
"United States","PG","Family","17","72.83"
"Russian Federation","G","Foreign","3","9.97"
"Paraguay","G","Documentary","1","4.99"
"Bulgaria","NC-17","Sports","1","2.99"
"Peru","PG-13","Family","1","2.99"
"Angola","R","Music","1","2.99"
"South Africa","PG-13","Music","2","7.98"
"Angola","PG-13","Sci-Fi","1","7.99"
"Anguilla","PG-13","Animation","2","3.98"
"Turkey","PG-13","Action","7","19.93"
"Taiwan","PG","Drama","2","8.98"
"Oman","NC-17","Sci-Fi","1","4.99"
"Yugoslavia","NC-17","Family","1","4.99"
"Bangladesh","NC-17","Sci-Fi","2","9.98"
"Austria","PG","Travel","2","5.98"
"Israel","R","Action","2","11.98"
"Iran","R","Sci-Fi","4","14.96"
"Azerbaijan","PG","Foreign","2","5.98"
"Greece","G","Music","1","0.99"
"Ukraine","NC-17","Sports","1","3.99"
"Iran","R","Music","2","5.98"
"Canada","PG","Foreign","2","6.98"
"United States","PG-13","Games","11","51.89"
"South Africa","PG","Sports","6","18.94"
"United Kingdom","NC-17","Foreign","2","9.98"
"United Kingdom","PG","Children","4","17.96"
"China","G","Documentary","15","46.85"
"Colombia","PG","Sci-Fi","2","9.98"
"Italy","PG-13","Sci-Fi","1","2.99"
"South Africa","PG","Classics","3","13.97"
"Turkey","NC-17","Comedy","7","36.93"
"Paraguay","PG","Documentary","1","0.99"
"North Korea","R","Family","1","2.99"
"Chad","NC-17","Sports","1","6.99"
"Taiwan","PG-13","Foreign","7","34.93"
"Israel","G","Action","2","9.98"
"Switzerland","NC-17","Animation","1","4.99"
"Estonia","G","Animation","1","0.99"
"Turkey","PG-13","New","4","9.96"
"Venezuela","PG-13","New","2","11.98"
"Philippines","NC-17","Classics","6","23.94"
"Vietnam","PG","New","4","14.96"
"Pakistan","PG","Music","1","0.99"
"Japan","NC-17","Foreign","6","29.94"
"Iran","R","Horror","4","13.96"
"Japan","G","Horror","2","8.98"
"Argentina","NC-17","Foreign","5","23.95"
"Ukraine","PG","Sports","2","6.98"
"Azerbaijan","PG","Documentary","1","0.99"
"Spain","NC-17","Action","2","1.98"
"Brunei","R","Sci-Fi","1","1.99"
"South Africa","PG-13","Comedy","3","20.97"
"Greenland","NC-17","Travel","2","6.98"
"Saudi Arabia","PG-13","Animation","4","8.96"
"Ukraine","PG","Music","2","20.98"
"United States","PG-13","Foreign","7","38.93"
"French Polynesia","PG","Sports","1","5.99"
"Philippines","PG","Documentary","7","33.93"
"Kenya","R","Sci-Fi","1","2.99"
"Puerto Rico","G","Classics","1","1.99"
"Latvia","R","Games","3","18.97"
"Bahrain","NC-17","Family","1","2.99"
"Kenya","NC-17","Foreign","1","6.99"
"United Kingdom","R","Drama","2","3.98"
"South Africa","NC-17","Travel","1","0.99"
"Cambodia","PG","Horror","1","10.99"
"Indonesia","PG-13","Action","9","52.91"
"Ukraine","PG-13","Games","1","4.99"
"Cambodia","PG-13","Children","1","2.99"
"Madagascar","PG-13","Foreign","1","4.99"
"Russian Federation","R","Horror","3","12.97"
"Japan","NC-17","Family","9","39.91"
"Colombia","R","Games","1","1.99"
"Peru","PG","Sports","1","5.99"
"Yemen","G","Action","4","11.96"
"Tuvalu","NC-17","Games","1","0.99"
"Cambodia","G","Foreign","1","3.98"
"Myanmar","R","Classics","1","5.99"
"Mozambique","NC-17","New","3","6.97"
"Saudi Arabia","R","Games","2","11.98"
"Japan","G","Sci-Fi","7","23.93"
"Hungary","G","Action","1","6.99"
"United Kingdom","PG","Music","1","0.99"
"Hungary","PG","Sports","1","4.99"
"Italy","R","Comedy","1","8.99"
"Brazil","PG","Classics","10","39.90"
"Turkey","G","New","7","38.93"
"Canada","NC-17","Family","4","20.96"
"Sudan","R","Foreign","2","3.98"
"Vietnam","PG-13","Foreign","4","19.96"
"Brazil","PG","Foreign","3","14.97"
"Tunisia","R","Games","1","7.99"
"Tunisia","NC-17","Sci-Fi","1","4.99"
"Tanzania","NC-17","Comedy","1","2.99"
"Peru","R","Comedy","2","11.98"
"Argentina","PG","Sci-Fi","7","31.93"
"Azerbaijan","PG-13","Music","1","3.99"
"Philippines","PG","New","4","15.96"
"Mexico","PG-13","Sci-Fi","12","44.88"
"French Guiana","PG","Comedy","1","4.99"
"United Kingdom","PG","Documentary","3","4.97"
"Tonga","R","Horror","1","2.99"
"Italy","PG-13","Drama","6","21.94"
"Thailand","PG-13","Sci-Fi","3","13.97"
"Colombia","PG-13","Drama","4","7.96"
"Latvia","G","Documentary","1","0.99"
"United States","R","Action","15","54.85"
"Poland","G","Classics","1","0.99"
"Czech Republic","G","Sports","2","9.98"
"Russian Federation","PG","Family","15","64.85"
"Spain","NC-17","Documentary","1","2.99"
"Sweden","NC-17","Music","1","2.99"
"Angola","PG","Animation","4","18.96"
"Tunisia","PG","Sci-Fi","1","4.99"
"China","NC-17","Drama","23","108.77"
"Nigeria","PG","Foreign","6","22.94"
"Nigeria","PG-13","Horror","6","24.94"
"Morocco","G","Children","1","2.99"
"Moldova","R","Children","1","2.99"
"India","PG-13","Comedy","20","86.80"
"Hong Kong","PG","Animation","1","2.99"
"Philippines","NC-17","Foreign","9","38.91"
"Anguilla","PG-13","Classics","1","2.99"
"Turkmenistan","PG","Sports","1","4.99"
"Ethiopia","NC-17","Drama","2","16.98"
"South Korea","R","Sports","4","23.96"
"South Africa","NC-17","Animation","6","15.94"
"French Polynesia","R","Foreign","1","4.99"
"Switzerland","G","Foreign","2","5.98"
"Belarus","R","Games","2","1.98"
"Kenya","R","Games","1","2.99"
"India","G","Comedy","15","58.85"
"Russian Federation","PG-13","Music","5","12.95"
"Mexico","PG-13","Animation","10","36.90"
"Poland","G","New","2","10.98"
"Czech Republic","NC-17","Music","1","4.99"
"Mexico","R","Foreign","9","49.91"
"Slovakia","G","Documentary","1","0.99"
"Sweden","PG-13","New","1","0.99"
"Estonia","G","Action","1","2.99"
"Algeria","NC-17","Animation","2","5.98"
"Bangladesh","PG-13","Games","3","13.97"
"Holy See (Vatican City State)","NC-17","Music","1","4.99"
"Philippines","R","New","2","10.98"
"United Kingdom","G","Sci-Fi","5","20.95"
"Switzerland","G","Classics","1","7.98"
"China","PG","Travel","18","75.82"
"Algeria","G","Classics","1","0.99"
"Nigeria","G","Comedy","3","5.97"
"Nigeria","R","Horror","4","25.96"
"Russian Federation","NC-17","Sports","12","50.88"
"Azerbaijan","R","Action","1","4.99"
"South Korea","PG-13","Horror","2","5.98"
"Sweden","R","Action","1","6.99"
"Russian Federation","G","Games","7","36.93"
"Nigeria","PG-13","Classics","3","9.97"
"Azerbaijan","PG","Children","1","5.99"
"Peru","R","Sports","4","17.96"
"Cambodia","PG","Comedy","1","0.99"
"Cambodia","NC-17","Documentary","3","11.97"
"American Samoa","PG-13","Children","1","4.99"
"French Polynesia","R","New","1","7.99"
"India","G","Games","12","38.88"
"Kenya","G","Action","3","13.97"
"Ecuador","PG-13","Children","1","9.99"
"Bangladesh","PG","Classics","2","13.98"
"Netherlands","R","Children","2","3.98"
"Ukraine","PG","Sci-Fi","4","13.96"
"Malawi","PG-13","Music","2","5.98"
"Lithuania","G","Children","2","7.98"
"Israel","G","Comedy","3","16.97"
"Algeria","G","Sports","2","11.98"
"Taiwan","R","Animation","11","51.88"
"United States","G","Animation","8","29.92"
"Latvia","NC-17","Classics","1","0.99"
"Sweden","PG-13","Classics","1","8.99"
"Ecuador","G","Sports","2","15.98"
"United States","PG-13","Sports","17","61.83"
"Colombia","G","Animation","2","4.98"
"Ukraine","G","Animation","8","37.92"
"Sweden","R","Foreign","1","5.99"
"Sri Lanka","PG","Travel","1","4.99"
"Brazil","R","Travel","8","28.92"
"Tuvalu","PG","Travel","1","4.99"
"Bangladesh","PG-13","Sports","2","12.98"
"Mozambique","R","Foreign","4","17.96"
"Algeria","PG","Foreign","2","6.98"
"Puerto Rico","NC-17","Animation","1","6.99"
"Anguilla","NC-17","Games","1","4.99"
"Spain","G","Family","1","6.99"
"Finland","R","Sports","1","6.99"
"Peru","G","Sports","3","9.97"
"Venezuela","G","Documentary","4","13.96"
"Thailand","PG","Drama","3","9.97"
"Iran","NC-17","Sports","4","11.96"
"Oman","G","Classics","2","5.98"
"Ukraine","PG-13","Children","1","2.99"
"Austria","R","Games","1","4.99"
"Indonesia","G","Games","1","0.99"
"Turkmenistan","PG-13","Horror","1","2.99"
"Nauru","R","Horror","4","28.96"
"Angola","PG","Horror","4","9.96"
"Turkmenistan","NC-17","Children","1","8.99"
"South Africa","NC-17","Classics","5","27.95"
"India","G","Music","1","2.99"
"Bangladesh","G","Foreign","3","17.97"
"Moldova","PG","Foreign","1","4.99"
"Anguilla","G","New","1","4.99"
"Poland","NC-17","Drama","1","0.99"
"Runion","PG","Horror","2","15.98"
"China","PG","Action","11","44.89"
"Indonesia","NC-17","Games","5","18.95"
"Kazakstan","PG","Horror","1","2.99"
"Chad","NC-17","Horror","1","4.99"
"France","NC-17","Horror","1","0.99"
"Moldova","PG","Documentary","1","4.99"
"Poland","PG","Drama","2","8.98"
"Japan","PG-13","Action","8","25.92"
"Germany","R","Children","2","5.98"
"Greece","PG","Family","1","0.99"
"Chile","PG","Comedy","2","10.98"
"Latvia","G","Children","1","2.99"
"Bolivia","NC-17","Comedy","1","6.99"
"Paraguay","NC-17","Documentary","1","7.99"
"United Kingdom","PG","Family","2","6.98"
"Netherlands","PG","Documentary","3","9.97"
"Azerbaijan","PG-13","Games","1","4.99"
"United Arab Emirates","PG","Horror","1","4.99"
"Sudan","NC-17","Music","2","8.98"
"Spain","PG","Games","1","9.99"
"Austria","R","Classics","1","5.99"
"Turkey","R","New","1","6.99"
"Turkey","PG-13","Animation","5","34.95"
"United Arab Emirates","G","Drama","4","22.96"
"South Africa","NC-17","Music","6","30.94"
"Holy See (Vatican City State)","NC-17","Documentary","1","7.99"
"Greenland","G","Horror","1","0.99"
"United Arab Emirates","R","Travel","1","7.99"
"France","PG","Travel","1","3.99"
"Canada","PG","Music","2","16.98"
"Netherlands","NC-17","Action","2","1.98"
"Czech Republic","G","Games","1","8.99"
"Lithuania","PG-13","Classics","1","6.99"
"Paraguay","NC-17","New","1","0.99"
"Argentina","PG","Documentary","8","25.92"
"Germany","G","Games","4","24.96"
"Indonesia","PG","Sports","4","18.96"
"Thailand","G","Travel","1","2.99"
"Venezuela","R","Music","3","10.97"
"Mozambique","R","Sci-Fi","2","7.98"
"Dominican Republic","PG-13","Documentary","2","3.98"
"Egypt","NC-17","Horror","1","0.99"
"Bangladesh","NC-17","Family","1","5.99"
"Greece","PG","Comedy","1","2.99"
"Taiwan","R","Sports","3","14.97"
"Malaysia","R","Sports","3","7.97"
"Nauru","G","Drama","3","9.97"
"Algeria","R","Music","2","6.98"
"Iran","R","New","1","0.99"
"Nauru","G","Foreign","1","2.99"
"Canada","NC-17","Music","4","16.96"
"Indonesia","R","Travel","4","7.96"
"France","PG-13","Foreign","1","3.99"
"Cambodia","PG","Foreign","1","0.00"
"Taiwan","NC-17","Sci-Fi","3","17.97"
"Tunisia","PG-13","Comedy","1","4.99"
"Greenland","NC-17","New","1","0.99"
"Gambia","PG","Music","1","5.99"
"Malaysia","G","Horror","2","5.98"
"Sri Lanka","G","Games","1","6.99"
"Kazakstan","NC-17","Animation","1","7.99"
"Vietnam","R","Music","3","11.97"
"Poland","R","Animation","2","5.98"
"Romania","G","Animation","1","4.99"
"Sri Lanka","G","Children","3","10.97"
"Ecuador","R","Games","2","3.98"
"Spain","NC-17","Sci-Fi","2","11.98"
"Vietnam","PG-13","Drama","9","37.91"
"Philippines","NC-17","Sci-Fi","2","8.98"
"Israel","G","Family","1","0.99"
"Angola","G","Animation","2","9.98"
"United States","NC-17","Comedy","10","65.90"
"Hungary","G","Children","1","2.99"
"Colombia","G","Family","2","3.98"
"Sweden","PG-13","Drama","1","4.99"
"Lithuania","G","Sci-Fi","1","1.99"
"Spain","G","Animation","2","7.98"
"Runion","PG-13","Classics","1","6.99"
"Kuwait","PG","Classics","2","12.98"
"South Africa","PG-13","Action","4","10.96"
"Spain","R","Foreign","2","1.98"
"India","R","Comedy","8","44.92"
"Mexico","R","Action","12","59.88"
"Spain","G","Travel","2","12.98"
"Italy","PG-13","Comedy","2","15.98"
"India","R","Music","14","60.85"
"Nigeria","R","Games","3","16.97"
"Spain","PG-13","Sci-Fi","2","5.98"
"Nigeria","PG-13","Children","4","24.96"
"Pakistan","G","Classics","3","9.97"
"French Polynesia","PG","Foreign","1","3.98"
"Cambodia","PG-13","Animation","2","10.97"
"Egypt","PG","Documentary","2","3.98"
"Ethiopia","PG","New","1","2.99"
"Latvia","PG","Children","2","7.98"
"South Korea","R","Classics","3","6.97"
"Spain","PG-13","New","2","3.98"
"United Kingdom","R","New","2","10.98"
"Indonesia","PG","Sci-Fi","4","25.96"
"Colombia","G","Music","1","0.99"
"Turkey","R","Action","6","21.94"
"Indonesia","PG","Drama","6","21.94"
"Mexico","R","Sports","12","40.88"
"Iran","NC-17","Action","2","10.98"
"Faroe Islands","NC-17","Animation","1","4.99"
"Israel","G","Classics","2","11.98"
"Hungary","PG-13","Children","1","2.99"
"Chile","PG-13","Games","1","5.99"
"Canada","G","Sports","1","0.99"
"Zambia","NC-17","Drama","1","4.99"
"Puerto Rico","PG-13","Horror","2","5.98"
"Argentina","R","Animation","5","9.95"
"Poland","PG-13","New","4","27.96"
"Romania","R","Action","1","0.99"
"Holy See (Vatican City State)","PG","Drama","1","0.99"
"Turkey","PG-13","Children","7","32.93"
"Belarus","NC-17","Animation","1","0.99"
"Canada","PG-13","Drama","1","4.99"
"Pakistan","PG-13","Sports","1","4.99"
"Argentina","PG-13","Animation","7","21.92"
"Peru","PG","Foreign","2","1.98"
"Germany","PG-13","Action","1","0.99"
"Myanmar","G","Animation","1","4.99"
"Angola","PG","Music","1","0.99"
"Turkey","G","Sports","2","11.98"
"Moldova","PG","Animation","2","10.98"
"Tanzania","NC-17","Drama","1","0.99"
"Peru","R","Music","1","2.99"
"United States","PG-13","New","12","57.89"
"Saudi Arabia","R","Sci-Fi","3","8.97"
"United Kingdom","PG","Comedy","2","11.98"
"United Arab Emirates","PG-13","Classics","1","5.99"
"Morocco","PG-13","Documentary","2","15.98"
"Colombia","PG","Foreign","1","3.99"
"French Guiana","PG-13","Drama","1","0.99"
"Morocco","R","Documentary","1","0.99"
"Kazakstan","G","Drama","1","4.99"
"Tonga","R","Sci-Fi","1","3.99"
"Chad","PG-13","New","1","8.99"
"Liechtenstein","G","Family","1","0.99"
"Thailand","PG-13","Family","1","4.99"
"Yemen","NC-17","Music","2","15.98"
"South Africa","R","Horror","3","11.97"
"Turkey","PG-13","Documentary","3","14.97"
"Canada","NC-17","Animation","3","8.97"
"Italy","PG","Foreign","1","4.99"
"Pakistan","PG-13","Documentary","1","5.99"
"Turkey","R","Horror","9","36.91"
"Netherlands","G","New","4","20.96"
"United States","G","Horror","7","26.93"
"Belarus","G","New","1","4.99"
"Latvia","G","New","2","8.98"
"Mexico","R","Music","5","20.95"
"Germany","PG","Family","1","0.99"
"Mozambique","R","Action","1","5.99"
"Iran","NC-17","Classics","6","26.94"
"Tunisia","R","Sci-Fi","1","2.99"
"United Arab Emirates","R","Games","1","8.99"
"Germany","R","Comedy","2","15.98"
"Peru","PG-13","Sci-Fi","2","13.98"
"Brunei","NC-17","Travel","1","0.99"
"Colombia","PG-13","Travel","4","14.96"
"Venezuela","NC-17","Foreign","2","5.98"
"Belarus","R","Sports","1","4.99"
"Russian Federation","PG","Comedy","7","19.93"
"Kenya","PG","Family","2","11.98"
"Mexico","NC-17","Sci-Fi","11","35.89"
"Yemen","G","Sci-Fi","2","1.98"
"Senegal","NC-17","Classics","1","0.99"
"Thailand","R","Music","1","7.99"
"China","G","Foreign","22","61.78"
"Canada","PG-13","Sci-Fi","1","3.99"
"Egypt","G","Foreign","2","1.98"
"Venezuela","NC-17","Games","3","12.97"
"Kazakstan","PG-13","Documentary","1","0.99"
"Lithuania","NC-17","Documentary","1","0.99"
"Paraguay","G","Classics","1","5.99"
"Germany","PG","Foreign","3","6.97"
"Bolivia","G","Games","1","8.99"
"Myanmar","PG","Children","1","0.99"
"China","NC-17","Animation","24","93.76"
"Oman","PG-13","Travel","2","5.98"
"Saint Vincent and the Grenadines","G","Children","1","4.99"
"Kuwait","PG","Comedy","2","8.98"
"Kazakstan","R","Family","1","4.99"
"Bulgaria","G","Comedy","2","8.98"
"Algeria","PG-13","Animation","2","8.98"
"Mozambique","R","New","1","4.99"
"Lithuania","PG-13","Family","1","2.99"
"Ukraine","R","Action","6","36.94"
"Mexico","PG-13","Documentary","5","25.95"
"Bahrain","PG-13","Documentary","1","4.99"
"Indonesia","PG-13","Games","4","15.96"
"Saudi Arabia","PG","Games","2","9.98"
"Dominican Republic","PG","New","1","0.99"
